"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-25","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,2400","8","H,,S","14",",,W","2",",,W",,,"  240",",,W","  270",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-26","3.80",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","1.2",",,W,2400","17","H,,S","22",",,W","11",",,W",,,"  250",",,W","  260",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-27","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,2400","15","H,,S","25",",,W","8",",,W",,,"  190",",,W","  180",",,W","23.9",",,W","38.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-28","16.33",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,2400","31","H,,S","45",",,W","25",",,W",,,"  190",",,W","  180",",,W","28.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-29","16.11",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","49","H,,S","59",",,W","43",",,W",,,"  200",",,W","  210",",,W","23.9",",,W","42.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-30","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","48","H,,S","57",",,W","30",",,W",,,"  200",",,W","  200",",,W","21.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2022-12-31","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","32","H,,S","39",",,W","26",",,W",,,"  140",",,W","  140",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-01","3.80",",,W",,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,2400","40","H,,S","45",",,W","37",",,W",,,"  240",",,W","  220",",,W","12.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-02","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","38","H,,S","43",",,W","32",",,W",,,"   50",",,W","   60",",,W","15.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-03","7.61",",,W",,,"1.12",",,W,2400","0.0","T,,W,","0.0",",,W,2400","41","H,,S","48",",,W","39",",,W",,,"   60",",,W","   50",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-04","8.28",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,2400","39","H,,S","44",",,W","33",",,W",,,"  230",",,W","  240",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-05","8.50",",,W",,,"0.02",",,W,2400","0.2",",,W,","0.0",",,W,2400","33","H,,S","34",",,W","32",",,W",,,"  250",",,W","  240",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-06","6.93",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,2400","31","H,,S","34",",,W","25",",,W",,,"  230",",,W","  230",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-07","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","29","H,,S","32",",,W","27",",,W",,,"   50",",,W","   50",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-08","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","30","H,,S","33",",,W","26",",,W",,,"  280",",,W","  300",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-09","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","31","H,,S","44",",,W","25",",,W",,,"  210",",,W","  220",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-10","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","40","H,,S","50",",,W","34",",,W",,,"  160",",,W","  160",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-11","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","43","H,,S","57",",,W","38",",,W",,,"  150",",,W","  160",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-12","14.32",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,2400","40","H,,S","43",",,W","36",",,W",,,"  360",",,W","  360",",,W","28.0",",,W","35.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-13","14.32",",,W",,,"0.02",",,W,2400","0.2",",,W,","0.0",",,W,2400","33","H,,S","36",",,W","26",",,W",,,"  360",",,W","   10",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-14","7.38",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,2400","27","H,,S","31",",,W","24",",,W",,,"  170",",,W","  160",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-15","12.97",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","31","H,,S","44",",,W","26",",,W",,,"  160",",,W","  160",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-16","13.87",",,W",,,"0.18",",,W,2400","0.0",",,W,","0.0",",,W,2400","42","H,,S","52",",,W","40",",,W",,,"  240",",,W","  240",",,W","21.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-17","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","44","H,,S","49",",,W","37",",,W",,,"  250",",,W","  240",",,W","23.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-18","10.74",",,W",,,"0.24",",,W,2400","0.0","T,,W,","0.0",",,W,2400","38","H,,S","41",",,W","36",",,W",,,"  100",",,W","   90",",,W","28.0",",,W","38.9",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-19","8.72",",,W",,,"0.14",",,W,2400","0.0","T,,W,","0.0",",,W,2400","39","H,,S","42",",,W","34",",,W",,,"  280",",,W","  290",",,W","19.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-20","10.74",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,2400","34","H,,S","35",",,W","29",",,W",,,"  300",",,W","  280",",,W","17.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-21","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","30","H,,S","32",",,W","28",",,W",,,"  200",",,W","  210",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-22","4.92",",,W",,,"0.13",",,W,2400","1.5",",,W,","1.2",",,W,2400","31","H,,S","34",",,W","26",",,W",,,"  350",",,W","   50",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-23","12.08",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,2400","27","H,,S","30",",,W","21",",,W",,,"  250",",,W","  210",",,W","21.0",",,W","31.1",",,W","    1",",,W",,,,,,,"    1",",,W","    1",",,W",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-24","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","31","H,,S","36",",,W","28",",,W",,,"  280",",,W","  250",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-25","8.28",",,W",,,"0.30",",,W,2400","3.6",",,W,","2.0",",,W,2400","33","H,,S","34",",,W","31",",,W",,,"  320",",,W","  350",",,W","14.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-26","10.51",",,W",,,"0.04",",,W,2400","0.8",",,W,","2.0",",,W,2400","29","H,,S","32",",,W","15",",,W",,,"  250",",,W","  240",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-27","15.21",",,W",,,"0.06",",,W,2400","0.8",",,W,","2.0",",,W,2400","22","H,,S","36",",,W","13",",,W",,,"  260",",,W","  250",",,W","25.9",",,W","40.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-28","8.28",",,W",,,"0.15",",,W,2400","2.2",",,W,","1.2",",,W,2400","24","H,,S","31",",,W","19",",,W",,,"   70",",,W","   60",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-29","10.74",",,W",,,"0.02",",,W,2400","0.2",",,W,","3.1",",,W,2400","26","H,,S","31",",,W","18",",,W",,,"  350",",,W","  350",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-30","9.62",",,W",,,"0.02",",,W,2400","0.4",",,W,","3.1",",,W,2400","15","H,,S","18",",,W","5",",,W",,,"  310",",,W","  320",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-31","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","3.1",",,W,2400","6","H,,S","12",",,W","-1",",,W",,,"  260",",,W","  250",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-01","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","3.1",",,W,2400","13","H,,S","27",",,W","6",",,W",,,"  210",",,W","  210",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-02","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,2400","26","H,,S","33",",,W","10",",,W",,,"  330",",,W","  340",",,W","23.9",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-03","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,2400","9","H,,S","11",",,W","-1",",,W",,,"  350",",,W","  330",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-04","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,2400","20","H,,S","42",",,W","11",",,W",,,"  210",",,W","  210",",,W","23.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-05","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,2400","39","H,,S","41",",,W","28",",,W",,,"  210",",,W","  210",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-06","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","32","H,,S","47",",,W","23",",,W",,,"  180",",,W","  180",",,W","23.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-07","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","41","H,,S","51",",,W","32",",,W",,,"  250",",,W","  250",",,W","25.1",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-08","4.03",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,2400","35","H,,S","44",",,W","27",",,W",,,"   90",",,W","   80",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-09","12.08",",,W",,,"0.91",",,W,2400","0.0","T,,W,","0.0",",,W,2400","39","H,,S","42",",,W","36",",,W",,,"   50",",,W","  280",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-10","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","36","H,,S","38",",,W","27",",,W",,,"  290",",,W","  320",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-11","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","33","H,,S","47",",,W","23",",,W",,,"  230",",,W","  250",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-12","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","39","H,,S","52",",,W","30",",,W",,,"  220",",,W","  200",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-13","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","44","H,,S","52",",,W","34",",,W",,,"  300",",,W","  320",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-14","13.65",",,W",,,"0.13",",,W,2400","0.0",",,W,","0.0",",,W,2400","43","H,,S","55",",,W","33",",,W",,,"  190",",,W","  180",",,W","32.0",",,W","55.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-15","15.88",",,W",,,"0.15",",,W,2400","0.0",",,W,","0.0",",,W,2400","47","H,,S","51",",,W","34",",,W",,,"  240",",,W","  230",",,W","32.0",",,W","53.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-16","18.57",",,W",,,"0.37",",,W,2400","2.0",",,W,","0.0",",,W,2400","34","H,,S","35",",,W","24",",,W",,,"   30",",,W","   30",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-17","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,2400","24","H,,S","26",",,W","17",",,W",,,"  350",",,W","  350",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-18","12.97",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,2400","31","H,,S","44",",,W","25",",,W",,,"  210",",,W","  210",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-19","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","44","H,,S","51",",,W","38",",,W",,,"  230",",,W","  230",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-20","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","39","H,,S","48",",,W","29",",,W",,,"  240",",,W","  240",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-21","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","35","H,,S","40",",,W","24",",,W",,,"  290",",,W","  290",",,W","29.1",",,W","42.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-22","15.21",",,W",,,"1.20",",,W,2400","0.0",",,W,","0.0",",,W,2400","34","H,,S","36",",,W","33",",,W",,,"   60",",,W","   50",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-23","14.32",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,2400","35","H,,S","40",",,W","23",",,W",,,"  270",",,W","  260",",,W","29.1",",,W","45.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-24","8.28",",,W",,,"0.06",",,W,2400","1.7",",,W,","0.0",",,W,2400","24","H,,S","29",",,W","18",",,W",,,"  300",",,W","  290",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-25","8.95",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","2.0",",,W,2400","29","H,,S","38",",,W","26",",,W",,,"  220",",,W","  220",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-26","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","37","H,,S","52",",,W","28",",,W",,,"  230",",,W","  240",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-27","13.87",",,W",,,"1.01",",,W,2400","0.0",",,W,","0.0",",,W,2400","44","H,,S","58",",,W","38",",,W",,,"  270",",,W","  290",",,W","25.9",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-02-28","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,2400","42","H,,S","52",",,W","38",",,W",,,"  290",",,W","  300",",,W","19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-01","8.95",",,W",,,"0.28",",,W,2400","0.0",",,W,","0.0",",,W,2400","45","H,,S","56",",,W","38",",,W",,,"  290",",,W","  290",",,W","21.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-02","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","40","H,,S","40",",,W","33",",,W",,,"   30",",,W","  300",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-03","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","36","H,,S","38",",,W","33",",,W",,,"   30",",,W","   30",",,W","31.1",",,W","42.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-04","7.16",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,2400","37","H,,S","50",",,W","29",",,W",,,"  230",",,W","  240",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-05","7.83",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,2400","40","H,,S","50",",,W","31",",,W",,,"  120",",,W","  120",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-06","9.62",",,W",,,"0.10",",,W,2400","0.0",",,W,","0.0",",,W,2400","44","H,,S","55",",,W","40",",,W",,,"  360",",,W","   80",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-07","14.32",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,2400","41","H,,S","45",",,W","36",",,W",,,"   30",",,W","   30",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-08","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,2400","40","H,,S","47",",,W","36",",,W",,,"   60",",,W","   70",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-09","13.20",",,W",,,"0.31",",,W,2400","0.3",",,W,","0.0",",,W,2400","39","H,,S","40",",,W","33",",,W",,,"   40",",,W","   50",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-03-10","10.96",",,W",,,"0.15",",,W,2400","0.9",",,W,","1.2",",,W,2400","35","H,,S","37",",,W","33",",,W",,,"   10",",,W","  360",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
